time,cumulativeEmpty,cumulativeBatchingIdleReward,batchingIdleTime,batchingIdleFraction
53.3,3.75,55.3,27.65,0.5187617260787992495309568480300188
53.4,3.75,55.5,27.75,0.5196629213483146067415730337078652
53.5,3.75,55.7,27.85,0.5205607476635514018691588785046729
53.6,3.75,55.9,27.95,0.5214552238805970149253731343283582
53.7,3.75,56.1,28.05,0.5223463687150837988826815642458101
53.8,3.75,56.3,28.15,0.5232342007434944237918215613382900
53.9,3.75,56.5,28.25,0.5241187384044526901669758812615955
54.0,3.75,56.7,28.35,0.525
54.1,3.75,56.9,28.45,0.5258780036968576709796672828096118
54.2,3.75,57.1,28.55,0.5267527675276752767527675276752768
54.3,3.75,57.3,28.65,0.5276243093922651933701657458563536
54.4,3.75,57.5,28.75,0.5284926470588235294117647058823529
54.5,3.75,57.7,28.85,0.5293577981651376146788990825688073
54.6,3.75,57.9,28.95,0.5302197802197802197802197802197802
54.7,3.75,58.1,29.05,0.5310786106032906764168190127970750
54.8,3.80,58.2,29.1,0.5310218978102189781021897810218978
54.9,3.90,58.2,29.1,0.5300546448087431693989071038251366
55.0,4.00,58.2,29.1,0.5290909090909090909090909090909091
55.1,4.10,58.2,29.1,0.5281306715063520871143375680580762
55.2,4.20,58.2,29.1,0.5271739130434782608695652173913043
55.3,4.30,58.2,29.1,0.5262206148282097649186256781193490
55.4,4.40,58.2,29.1,0.5252707581227436823104693140794224
55.5,4.50,58.2,29.1,0.5243243243243243243243243243243243
55.6,4.60,58.2,29.1,0.5233812949640287769784172661870504
55.7,4.70,58.2,29.1,0.5224416517055655296229802513464991
55.8,4.80,58.2,29.1,0.5215053763440860215053763440860215
55.9,4.90,58.2,29.1,0.5205724508050089445438282647584973
56.0,5.00,58.2,29.1,0.5196428571428571428571428571428571
56.1,5.05,58.2,29.1,0.5187165775401069518716577540106952
56.2,5.05,58.2,29.1,0.5177935943060498220640569395017794
56.3,5.05,58.2,29.1,0.5168738898756660746003552397868561
56.4,5.05,58.2,29.1,0.5159574468085106382978723404255319
56.5,5.05,58.2,29.1,0.5150442477876106194690265486725664
56.6,5.05,58.2,29.1,0.5141342756183745583038869257950530
56.7,5.05,58.2,29.1,0.5132275132275132275132275132275132
56.8,5.05,58.2,29.1,0.5123239436619718309859154929577465
56.9,5.05,58.2,29.1,0.5114235500878734622144112478031634
57.0,5.05,58.2,29.1,0.5105263157894736842105263157894737
57.1,5.05,58.2,29.1,0.5096322241681260945709281961471103
57.2,5.05,58.2,29.1,0.5087412587412587412587412587412587
57.3,5.05,58.2,29.1,0.5078534031413612565445026178010471
57.4,5.05,58.2,29.1,0.5069686411149825783972125435540070
57.5,5.05,58.2,29.1,0.5060869565217391304347826086956522
57.6,5.05,58.2,29.1,0.5052083333333333333333333333333333
57.7,5.05,58.2,29.1,0.5043327556325823223570190641247834
57.8,5.05,58.2,29.1,0.5034602076124567474048442906574394
57.9,5.05,58.2,29.1,0.5025906735751295336787564766839378
58.0,5.05,58.2,29.1,0.5017241379310344827586206896551724
58.1,5.05,58.2,29.1,0.5008605851979345955249569707401033
58.2,5.05,58.2,29.1,0.5
58.3,5.05,58.2,29.1,0.4991423670668953687821612349914237
58.4,5.05,58.2,29.1,0.4982876712328767123287671232876712
58.5,5.05,58.2,29.1,0.4974358974358974358974358974358974
58.6,5.05,58.2,29.1,0.4965870307167235494880546075085324
58.7,5.05,58.2,29.1,0.4957410562180579216354344122657581
58.8,5.05,58.2,29.1,0.4948979591836734693877551020408163
58.9,5.05,58.2,29.1,0.4940577249575551782682512733446520
59.0,5.05,58.2,29.1,0.4932203389830508474576271186440678
59.1,5.05,58.2,29.1,0.4923857868020304568527918781725888
59.2,5.05,58.2,29.1,0.4915540540540540540540540540540541
59.3,5.05,58.2,29.1,0.4907251264755480607082630691399663
59.4,5.05,58.2,29.1,0.4898989898989898989898989898989899
59.5,5.05,58.2,29.1,0.4890756302521008403361344537815126
59.6,5.05,58.2,29.1,0.4882550335570469798657718120805369
59.7,5.05,58.2,29.1,0.4874371859296482412060301507537688
59.8,5.05,58.2,29.1,0.4866220735785953177257525083612040
59.9,5.05,58.2,29.1,0.4858096828046744574290484140233723
60.0,5.05,58.2,29.1,0.485
60.1,5.05,58.2,29.1,0.4841930116472545757071547420965058
60.2,5.05,58.2,29.1,0.4833887043189368770764119601328904
60.3,5.05,58.2,29.1,0.4825870646766169154228855721393035
60.4,5.05,58.2,29.1,0.4817880794701986754966887417218543
60.5,5.05,58.2,29.1,0.4809917355371900826446280991735537
60.6,5.05,58.2,29.1,0.4801980198019801980198019801980198
60.7,5.05,58.2,29.1,0.4794069192751235584843492586490939
60.8,5.05,58.2,29.1,0.4786184210526315789473684210526316
60.9,5.05,58.2,29.1,0.4778325123152709359605911330049261
61.0,5.05,58.2,29.1,0.4770491803278688524590163934426230
61.1,5.05,58.2,29.1,0.4762684124386252045826513911620295
61.2,5.05,58.2,29.1,0.4754901960784313725490196078431373
61.3,5.05,58.2,29.1,0.4747145187601957585644371941272431
61.4,5.05,58.2,29.1,0.4739413680781758957654723127035831
61.5,5.05,58.2,29.1,0.4731707317073170731707317073170732
61.6,5.05,58.2,29.1,0.4724025974025974025974025974025974
61.7,5.05,58.2,29.1,0.4716369529983792544570502431118314
61.8,5.05,58.2,29.1,0.4708737864077669902912621359223301
61.9,5.05,58.2,29.1,0.4701130856219709208400646203554120
62.0,5.05,58.2,29.1,0.4693548387096774193548387096774194
62.1,5.05,58.2,29.1,0.4685990338164251207729468599033816
62.2,5.05,58.2,29.1,0.4678456591639871382636655948553055
62.3,5.05,58.2,29.1,0.4670947030497592295345104333868379
62.4,5.05,58.2,29.1,0.4663461538461538461538461538461538
62.5,5.05,58.2,29.1,0.4656
62.6,5.05,58.2,29.1,0.4648562300319488817891373801916933
62.7,5.05,58.2,29.1,0.4641148325358851674641148325358852
62.8,5.05,58.2,29.1,0.4633757961783439490445859872611465
62.9,5.05,58.2,29.1,0.4626391096979332273449920508744038
63.0,5.05,58.2,29.1,0.4619047619047619047619047619047619
63.1,5.05,58.2,29.1,0.4611727416798732171156893819334390
63.2,5.05,58.2,29.1,0.4604430379746835443037974683544304
63.3,5.05,58.2,29.1,0.4597156398104265402843601895734597
63.4,5.05,58.2,29.1,0.4589905362776025236593059936908517
63.5,5.05,58.2,29.1,0.4582677165354330708661417322834646
63.6,5.05,58.2,29.1,0.4575471698113207547169811320754717
63.7,5.05,58.2,29.1,0.4568288854003139717425431711145997
63.8,5.05,58.2,29.1,0.4561128526645768025078369905956113
63.9,5.05,58.2,29.1,0.4553990610328638497652582159624413
64.0,5.05,58.2,29.1,0.4546875
64.1,5.05,58.2,29.1,0.4539781591263650546021840873634945
64.2,5.05,58.2,29.1,0.4532710280373831775700934579439252
64.3,5.05,58.2,29.1,0.4525660964230171073094867807153966
64.4,5.05,58.2,29.1,0.4518633540372670807453416149068323
64.5,5.05,58.2,29.1,0.4511627906976744186046511627906977
64.6,5.05,58.2,29.1,0.4504643962848297213622291021671827
64.7,5.05,58.2,29.1,0.4497681607418856259659969088098918
64.8,5.05,58.2,29.1,0.4490740740740740740740740740740741
64.9,5.05,58.2,29.1,0.4483821263482280431432973805855162
65.0,5.05,58.2,29.1,0.4476923076923076923076923076923077
65.1,5.05,58.2,29.1,0.4470046082949308755760368663594470
65.2,5.05,58.2,29.1,0.4463190184049079754601226993865031
65.3,5.05,58.2,29.1,0.4456355283307810107197549770290965
65.4,5.05,58.2,29.1,0.4449541284403669724770642201834862
65.5,5.05,58.2,29.1,0.4442748091603053435114503816793893
65.6,5.05,58.2,29.1,0.4435975609756097560975609756097561
65.7,5.05,58.2,29.1,0.4429223744292237442922374429223744
65.8,5.05,58.2,29.1,0.4422492401215805471124620060790274
65.9,5.05,58.2,29.1,0.4415781487101669195751138088012140
66.0,5.05,58.2,29.1,0.4409090909090909090909090909090909
66.1,5.05,58.2,29.1,0.4402420574886535552193645990922844
66.2,5.05,58.2,29.1,0.4395770392749244712990936555891239
66.3,5.05,58.2,29.1,0.4389140271493212669683257918552036
66.4,5.05,58.2,29.1,0.4382530120481927710843373493975904
66.5,5.05,58.2,29.1,0.4375939849624060150375939849624060
66.6,5.05,58.2,29.1,0.4369369369369369369369369369369369
66.7,5.05,58.2,29.1,0.4362818590704647676161919040479760
66.8,5.05,58.2,29.1,0.4356287425149700598802395209580838
66.9,5.05,58.2,29.1,0.4349775784753363228699551569506726
67.0,5.05,58.2,29.1,0.4343283582089552238805970149253731
67.1,5.05,58.2,29.1,0.4336810730253353204172876304023845
67.2,5.05,58.2,29.1,0.4330357142857142857142857142857143
67.3,5.05,58.2,29.1,0.4323922734026745913818722139673105
67.4,5.05,58.2,29.1,0.4317507418397626112759643916913947
67.5,5.05,58.2,29.1,0.4311111111111111111111111111111111
67.6,5.05,58.2,29.1,0.4304733727810650887573964497041420
67.7,5.05,58.2,29.1,0.4298375184638109305760709010339734
67.8,5.05,58.2,29.1,0.4292035398230088495575221238938053
67.9,5.05,58.2,29.1,0.4285714285714285714285714285714286
68.0,5.05,58.2,29.1,0.4279411764705882352941176470588235
68.1,5.05,58.2,29.1,0.4273127753303964757709251101321586
68.2,5.05,58.2,29.1,0.4266862170087976539589442815249267
68.3,5.05,58.2,29.1,0.4260614934114202049780380673499268
68.4,5.05,58.2,29.1,0.4254385964912280701754385964912281
68.5,5.05,58.2,29.1,0.4248175182481751824817518248175182
68.6,5.05,58.2,29.1,0.4241982507288629737609329446064140
68.7,5.05,58.2,29.1,0.4235807860262008733624454148471616
68.8,5.05,58.2,29.1,0.4229651162790697674418604651162791
68.9,5.05,58.2,29.1,0.4223512336719883889695210449927431
69.0,5.05,58.2,29.1,0.4217391304347826086956521739130435
69.1,5.05,58.2,29.1,0.4211287988422575976845151953690304
69.2,5.05,58.2,29.1,0.4205202312138728323699421965317919
69.3,5.05,58.2,29.1,0.4199134199134199134199134199134199
69.4,5.05,58.2,29.1,0.4193083573487031700288184438040346
69.5,5.05,58.2,29.1,0.4187050359712230215827338129496403
69.6,5.05,58.2,29.1,0.4181034482758620689655172413793103
69.7,5.05,58.2,29.1,0.4175035868005738880918220946915352
69.8,5.05,58.2,29.1,0.4169054441260744985673352435530086
69.9,5.05,58.2,29.1,0.4163090128755364806866952789699571
70.0,5.05,58.2,29.1,0.4157142857142857142857142857142857
70.1,5.05,58.2,29.1,0.4151212553495007132667617689015692
70.2,5.05,58.2,29.1,0.4145299145299145299145299145299145
70.3,5.05,58.2,29.1,0.4139402560455192034139402560455192
70.4,5.05,58.2,29.1,0.4133522727272727272727272727272727
70.5,5.05,58.2,29.1,0.4127659574468085106382978723404255
70.6,5.05,58.2,29.1,0.4121813031161473087818696883852691
70.7,5.05,58.2,29.1,0.4115983026874115983026874115983027
70.8,5.05,58.2,29.1,0.4110169491525423728813559322033898
70.9,5.05,58.2,29.1,0.4104372355430183356840620592383639
71.0,5.05,58.2,29.1,0.4098591549295774647887323943661972
71.1,5.05,58.2,29.1,0.4092827004219409282700421940928270
71.2,5.05,58.2,29.1,0.4087078651685393258426966292134831
71.3,5.05,58.2,29.1,0.4081346423562412342215988779803647
71.4,5.05,58.2,29.1,0.4075630252100840336134453781512605
71.5,5.05,58.3,29.15,0.4076923076923076923076923076923077
71.6,5.05,58.5,29.25,0.4085195530726256983240223463687151
71.7,5.05,58.7,29.35,0.4093444909344490934449093444909344
71.8,5.05,58.9,29.45,0.4101671309192200557103064066852368
71.9,5.05,59.1,29.55,0.4109874826147426981919332406119611
72.0,5.05,59.3,29.65,0.4118055555555555555555555555555556
72.1,5.05,59.5,29.75,0.4126213592233009708737864077669903
72.2,5.05,59.7,29.85,0.4134349030470914127423822714681440
72.3,5.05,59.9,29.95,0.4142461964038727524204702627939142
72.4,5.05,60.1,30.05,0.4150552486187845303867403314917127
72.5,5.05,60.3,30.15,0.4158620689655172413793103448275862
72.6,5.05,60.5,30.25,0.4166666666666666666666666666666667
72.7,5.05,60.7,30.35,0.4174690508940852819807427785419532
72.8,5.05,60.9,30.45,0.4182692307692307692307692307692308
72.9,5.05,61.1,30.55,0.4190672153635116598079561042524005
73.0,5.05,61.3,30.65,0.4198630136986301369863013698630137
73.1,5.05,61.5,30.75,0.4206566347469220246238030095759234
73.2,5.05,61.7,30.85,0.4214480874316939890710382513661202
73.3,5.05,61.9,30.95,0.4222373806275579809004092769440655
73.4,5.05,62.1,31.05,0.4230245231607629427792915531335150
73.5,5.05,62.3,31.15,0.4238095238095238095238095238095238
73.6,5.05,62.5,31.25,0.4245923913043478260869565217391304
73.7,5.05,62.7,31.35,0.4253731343283582089552238805970149
73.8,5.05,62.9,31.45,0.4261517615176151761517615176151762
73.9,5.05,63.1,31.55,0.4269282814614343707713125845737483
74.0,5.05,63.3,31.65,0.4277027027027027027027027027027027
74.1,5.05,63.5,31.75,0.4284750337381916329284750337381916
74.2,5.05,63.7,31.85,0.4292452830188679245283018867924528
74.3,5.05,63.9,31.95,0.4300134589502018842530282637954240
74.4,5.05,64.1,32.05,0.4307795698924731182795698924731183
74.5,5.05,64.3,32.15,0.4315436241610738255033557046979866
74.6,5.05,64.5,32.25,0.4323056300268096514745308310991957
74.7,5.05,64.7,32.35,0.4330655957161981258366800535475234
74.8,5.05,64.9,32.45,0.4338235294117647058823529411764706
74.9,5.05,65.1,32.55,0.4345794392523364485981308411214953
75.0,5.05,65.3,32.65,0.4353333333333333333333333333333333
75.1,5.05,65.5,32.75,0.4360852197070572569906790945406125
75.2,5.05,65.7,32.85,0.4368351063829787234042553191489362
75.3,5.05,65.9,32.95,0.4375830013280212483399734395750332
75.4,5.05,66.1,33.05,0.4383289124668435013262599469496021
75.5,5.05,66.3,33.15,0.4390728476821192052980132450331126
75.6,5.05,66.5,33.25,0.4398148148148148148148148148148148
75.7,5.05,66.7,33.35,0.4405548216644649933949801849405548
75.8,5.05,66.9,33.45,0.4412928759894459102902374670184697
75.9,5.05,67.1,33.55,0.4420289855072463768115942028985507
76.0,5.05,67.3,33.65,0.4427631578947368421052631578947368
76.1,5.05,67.5,33.75,0.4434954007884362680683311432325887
76.2,5.05,67.7,33.85,0.4442257217847769028871391076115486
76.3,5.05,67.9,33.95,0.4449541284403669724770642201834862
76.4,5.05,68.1,34.05,0.4456806282722513089005235602094241
76.5,5.05,68.3,34.15,0.4464052287581699346405228758169935
76.6,5.05,68.5,34.25,0.4471279373368146214099216710182768
76.7,5.05,68.7,34.35,0.4478487614080834419817470664928292
76.8,5.05,68.9,34.45,0.4485677083333333333333333333333333
76.9,5.05,69.1,34.55,0.4492847854356306892067620286085826
77.0,5.05,69.3,34.65,0.45
77.1,5.05,69.5,34.75,0.4507133592736705577172503242542153
77.2,5.05,69.7,34.85,0.4514248704663212435233160621761658
77.3,5.05,69.9,34.95,0.4521345407503234152652005174644243
77.4,5.05,70.1,35.05,0.4528423772609819121447028423772610
77.5,5.05,70.3,35.15,0.4535483870967741935483870967741935
77.6,5.05,70.5,35.25,0.4542525773195876288659793814432990
77.7,5.05,70.7,35.35,0.4549549549549549549549549549549550
77.8,5.05,70.9,35.45,0.4556555269922879177377892030848329
77.9,5.05,71.1,35.55,0.4563543003851091142490372272143774
78.0,5.05,71.3,35.65,0.4570512820512820512820512820512821
78.1,5.05,71.5,35.75,0.4577464788732394366197183098591549
78.2,5.05,71.7,35.85,0.4584398976982097186700767263427110
78.3,5.05,71.9,35.95,0.4591315453384418901660280970625798
78.4,5.05,72.1,36.05,0.4598214285714285714285714285714286
78.5,5.05,72.3,36.15,0.4605095541401273885350318471337580
78.6,5.05,72.5,36.25,0.4611959287531806615776081424936387
78.7,5.05,72.7,36.35,0.4618805590851334180432020330368488
78.8,5.05,72.9,36.45,0.4625634517766497461928934010152284
78.9,5.05,73.1,36.55,0.4632446134347275031685678073510773
79.0,5.05,73.3,36.65,0.4639240506329113924050632911392405
79.1,5.05,73.5,36.75,0.4646017699115044247787610619469027
79.2,5.05,73.7,36.85,0.4652777777777777777777777777777778
79.3,5.05,73.9,36.95,0.4659520807061790668348045397225725
79.4,5.05,74.1,37.05,0.4666246851385390428211586901763224
79.5,5.05,74.3,37.15,0.4672955974842767295597484276729560
79.6,5.05,74.5,37.25,0.4679648241206030150753768844221106
79.7,5.05,74.7,37.35,0.4686323713927227101631116687578419
79.8,5.05,74.9,37.45,0.4692982456140350877192982456140351
79.9,5.05,75.1,37.55,0.4699624530663329161451814768460576
80.0,5.05,75.3,37.65,0.470625
80.1,5.05,75.5,37.75,0.4712858926342072409488139825218477
80.2,5.05,75.7,37.85,0.4719451371571072319201995012468828
80.3,5.05,75.9,37.95,0.4726027397260273972602739726027397
80.4,5.05,76.1,38.05,0.4732587064676616915422885572139303
80.5,5.05,76.3,38.15,0.4739130434782608695652173913043478
80.6,5.05,76.5,38.25,0.4745657568238213399503722084367246
80.7,5.05,76.7,38.35,0.4752168525402726146220570012391574
80.8,5.05,76.9,38.45,0.4758663366336633663366336633663366
80.9,5.05,77.1,38.55,0.4765142150803461063040791100123609
81.0,5.05,77.3,38.65,0.4771604938271604938271604938271605
81.1,5.10,77.4,38.7,0.4771886559802712700369913686806412
81.2,5.20,77.4,38.7,0.4766009852216748768472906403940887
81.3,5.30,77.4,38.7,0.4760147601476014760147601476014760
81.4,5.40,77.4,38.7,0.4754299754299754299754299754299754
81.5,5.50,77.4,38.7,0.4748466257668711656441717791411043
81.6,5.60,77.4,38.7,0.4742647058823529411764705882352941
81.7,5.70,77.4,38.7,0.4736842105263157894736842105263158
81.8,5.80,77.4,38.7,0.4731051344743276283618581907090465
81.9,5.90,77.4,38.7,0.4725274725274725274725274725274725
82.0,6.00,77.4,38.7,0.4719512195121951219512195121951220
82.1,6.10,77.4,38.7,0.4713763702801461632155907429963459
82.2,6.20,77.4,38.7,0.4708029197080291970802919708029197
82.3,6.30,77.4,38.7,0.4702308626974483596597812879708384
82.4,6.40,77.4,38.7,0.4696601941747572815533980582524272
82.5,6.50,77.4,38.7,0.4690909090909090909090909090909091
82.6,6.60,77.4,38.7,0.4685230024213075060532687651331719
82.7,6.70,77.4,38.7,0.4679564691656590084643288996372430
82.8,6.80,77.4,38.7,0.4673913043478260869565217391304348
82.9,6.90,77.4,38.7,0.4668275030156815440289505428226779
83.0,6.95,77.4,38.7,0.4662650602409638554216867469879518
83.1,6.95,77.4,38.7,0.4657039711191335740072202166064982
83.2,6.95,77.4,38.7,0.4651442307692307692307692307692308
83.3,6.95,77.4,38.7,0.4645858343337334933973589435774310
83.4,6.95,77.4,38.7,0.4640287769784172661870503597122302
83.5,6.95,77.4,38.7,0.4634730538922155688622754491017964
83.6,6.95,77.4,38.7,0.4629186602870813397129186602870813
83.7,6.95,77.4,38.7,0.4623655913978494623655913978494624
83.8,6.95,77.4,38.7,0.4618138424821002386634844868735084
83.9,6.95,77.4,38.7,0.4612634088200238379022646007151371
84.0,6.95,77.4,38.7,0.4607142857142857142857142857142857
84.1,6.95,77.4,38.7,0.4601664684898929845422116527942925
84.2,6.95,77.4,38.7,0.4596199524940617577197149643705463
84.3,6.95,77.4,38.7,0.4590747330960854092526690391459075
84.4,6.95,77.4,38.7,0.4585308056872037914691943127962085
84.5,6.95,77.4,38.7,0.4579881656804733727810650887573964
84.6,6.95,77.4,38.7,0.4574468085106382978723404255319149
84.7,6.95,77.4,38.7,0.4569067296340023612750885478158205
84.8,6.95,77.4,38.7,0.4563679245283018867924528301886792
84.9,6.95,77.4,38.7,0.4558303886925795053003533568904594
85.0,6.95,77.4,38.7,0.4552941176470588235294117647058824
85.1,6.95,77.4,38.7,0.4547591069330199764982373678025852
85.2,6.95,77.4,38.7,0.4542253521126760563380281690140845
85.3,6.95,77.4,38.7,0.4536928487690504103165298944900352
85.4,6.95,77.4,38.7,0.4531615925058548009367681498829040
85.5,6.95,77.4,38.7,0.4526315789473684210526315789473684
85.6,6.95,77.4,38.7,0.4521028037383177570093457943925234
85.7,6.95,77.4,38.7,0.4515752625437572928821470245040840
85.8,6.95,77.4,38.7,0.4510489510489510489510489510489510
85.9,6.95,77.4,38.7,0.4505238649592549476135040745052386
86.0,6.95,77.4,38.7,0.45
86.1,6.95,77.4,38.7,0.4494773519163763066202090592334495
86.2,6.95,77.4,38.7,0.4489559164733178654292343387470998
86.3,6.95,77.4,38.7,0.4484356894553881807647740440324450
86.4,6.95,77.4,38.7,0.4479166666666666666666666666666667
86.5,6.95,77.4,38.7,0.4473988439306358381502890173410405
86.6,6.95,77.4,38.7,0.4468822170900692840646651270207852
86.7,6.95,77.4,38.7,0.4463667820069204152249134948096886
86.8,6.95,77.4,38.7,0.4458525345622119815668202764976959
86.9,6.95,77.4,38.7,0.4453394706559263521288837744533947
87.0,6.95,77.4,38.7,0.4448275862068965517241379310344828
87.1,6.95,77.4,38.7,0.4443168771526980482204362801377727
87.2,6.95,77.4,38.7,0.4438073394495412844036697247706422
87.3,6.95,77.4,38.7,0.4432989690721649484536082474226804
87.4,6.95,77.4,38.7,0.4427917620137299771167048054919908
87.5,6.95,77.4,38.7,0.4422857142857142857142857142857143
87.6,6.95,77.4,38.7,0.4417808219178082191780821917808219
87.7,6.95,77.4,38.7,0.4412770809578107183580387685290764
87.8,6.95,77.4,38.7,0.4407744874715261958997722095671982
87.9,6.95,77.4,38.7,0.4402730375426621160409556313993174
88.0,6.95,77.4,38.7,0.4397727272727272727272727272727273
88.1,6.95,77.4,38.7,0.4392735527809307604994324631101022
88.2,6.95,77.4,38.7,0.4387755102040816326530612244897959
88.3,6.95,77.4,38.7,0.4382785956964892412231030577576444
88.4,6.95,77.4,38.7,0.4377828054298642533936651583710407
88.5,6.95,77.4,38.7,0.4372881355932203389830508474576271
88.6,6.95,77.4,38.7,0.4367945823927765237020316027088036
88.7,6.95,77.4,38.7,0.4363021420518602029312288613303269
88.8,6.95,77.4,38.7,0.4358108108108108108108108108108108
88.9,6.95,77.4,38.7,0.4353205849268841394825646794150731
89.0,6.95,77.4,38.7,0.4348314606741573033707865168539326
89.1,6.95,77.4,38.7,0.4343434343434343434343434343434343
89.2,6.95,77.4,38.7,0.4338565022421524663677130044843049
89.3,6.95,77.4,38.7,0.4333706606942889137737961926091825
89.4,6.95,77.4,38.7,0.4328859060402684563758389261744966
89.5,6.95,77.4,38.7,0.4324022346368715083798882681564246
89.6,6.95,77.4,38.7,0.4319196428571428571428571428571429
89.7,6.95,77.4,38.7,0.4314381270903010033444816053511706
89.8,6.95,77.4,38.7,0.4309576837416481069042316258351893
89.9,6.95,77.4,38.7,0.4304783092324805339265850945494994
90.0,6.95,77.4,38.7,0.43
90.1,6.95,77.4,38.7,0.4295227524972253052164261931187569
90.2,6.95,77.4,38.7,0.4290465631929046563192904656319290
90.3,6.95,77.4,38.7,0.4285714285714285714285714285714286
90.4,6.95,77.4,38.7,0.4280973451327433628318584070796460
90.5,6.95,77.4,38.7,0.4276243093922651933701657458563536
90.6,6.95,77.4,38.7,0.4271523178807947019867549668874172
90.7,6.95,77.4,38.7,0.4266813671444321940463065049614112
90.8,6.95,77.4,38.7,0.4262114537444933920704845814977974
90.9,6.95,77.4,38.7,0.4257425742574257425742574257425743
91.0,6.95,77.4,38.7,0.4252747252747252747252747252747253
91.1,6.95,77.4,38.7,0.4248079034028540065861690450054885
91.2,6.95,77.4,38.7,0.4243421052631578947368421052631579
91.3,6.95,77.4,38.7,0.4238773274917853231106243154435926
91.4,6.95,77.4,38.7,0.4234135667396061269146608315098468
91.5,6.95,77.4,38.7,0.4229508196721311475409836065573770
91.6,6.95,77.4,38.7,0.4224890829694323144104803493449782
91.7,6.95,77.4,38.7,0.4220283533260632497273718647764449
91.8,6.95,77.4,38.7,0.4215686274509803921568627450980392
91.9,6.95,77.4,38.7,0.4211099020674646354733405875952122
92.0,6.95,77.4,38.7,0.4206521739130434782608695652173913
92.1,6.95,77.4,38.7,0.4201954397394136807817589576547231
92.2,6.95,77.4,38.7,0.4197396963123644251626898047722343
92.3,6.95,77.4,38.7,0.4192849404117009750812567713976165
92.4,6.95,77.4,38.7,0.4188311688311688311688311688311688
92.5,6.95,77.4,38.7,0.4183783783783783783783783783783784
92.6,6.95,77.4,38.7,0.4179265658747300215982721382289417
92.7,6.95,77.4,38.7,0.4174757281553398058252427184466019
92.8,6.95,77.4,38.7,0.4170258620689655172413793103448276
92.9,6.95,77.4,38.7,0.4165769644779332615715823466092573
93.0,6.95,77.4,38.7,0.4161290322580645161290322580645161
93.1,6.95,77.4,38.7,0.4156820622986036519871106337271751
93.2,6.95,77.4,38.7,0.4152360515021459227467811158798283
93.3,6.95,77.4,38.7,0.4147909967845659163987138263665595
93.4,6.95,77.4,38.7,0.4143468950749464668094218415417559
93.5,6.95,77.4,38.7,0.4139037433155080213903743315508021
93.6,6.95,77.4,38.7,0.4134615384615384615384615384615385
93.7,6.95,77.4,38.7,0.4130202774813233724653148345784418
93.8,6.95,77.4,38.7,0.4125799573560767590618336886993603
93.9,6.95,77.4,38.7,0.4121405750798722044728434504792332
94.0,6.95,77.4,38.7,0.4117021276595744680851063829787234
94.1,6.95,77.4,38.7,0.4112646121147715196599362380446334
94.2,7.00,77.4,38.7,0.4108280254777070063694267515923567
94.3,7.05,77.4,38.7,0.4103923647932131495227995758218452
94.4,7.05,77.4,38.7,0.4099576271186440677966101694915254
94.5,7.05,77.4,38.7,0.4095238095238095238095238095238095
94.6,7.05,77.4,38.7,0.4090909090909090909090909090909091
94.7,7.05,77.4,38.7,0.4086589229144667370644139387539599
94.8,7.05,77.4,38.7,0.4082278481012658227848101265822785
94.9,7.05,77.4,38.7,0.4077976817702845100105374077976818
95.0,7.05,77.4,38.7,0.4073684210526315789473684210526316
95.1,7.05,77.4,38.7,0.4069400630914826498422712933753943
95.2,7.05,77.4,38.7,0.4065126050420168067226890756302521
95.3,7.05,77.4,38.7,0.4060860440713536201469045120671563
95.4,7.05,77.4,38.7,0.4056603773584905660377358490566038
95.5,7.05,77.4,38.7,0.4052356020942408376963350785340314
95.6,7.05,77.4,38.7,0.4048117154811715481171548117154812
95.7,7.05,77.4,38.7,0.4043887147335423197492163009404389
95.8,7.05,77.4,38.7,0.4039665970772442588726513569937370
95.9,7.05,77.4,38.7,0.4035453597497393117831074035453597
96.0,7.05,77.4,38.7,0.403125
96.1,7.05,77.4,38.7,0.4027055150884495317377731529656608
96.2,7.05,77.4,38.7,0.4022869022869022869022869022869023
96.3,7.05,77.4,38.7,0.4018691588785046728971962616822430
96.4,7.05,77.4,38.7,0.4014522821576763485477178423236515
96.5,7.05,77.4,38.7,0.4010362694300518134715025906735751
96.6,7.05,77.4,38.7,0.4006211180124223602484472049689441
96.7,7.05,77.4,38.7,0.4002068252326783867631851085832472
96.8,7.05,77.4,38.7,0.3997933884297520661157024793388430
96.9,7.05,77.4,38.7,0.3993808049535603715170278637770898
97.0,7.05,77.4,38.7,0.3989690721649484536082474226804124
97.1,7.05,77.4,38.7,0.3985581874356333676622039134912461
97.2,7.05,77.4,38.7,0.3981481481481481481481481481481481
97.3,7.05,77.4,38.7,0.3977389516957862281603288797533402
97.4,7.05,77.4,38.7,0.3973305954825462012320328542094456
97.5,7.05,77.4,38.7,0.3969230769230769230769230769230769
97.6,7.05,77.4,38.7,0.3965163934426229508196721311475410
97.7,7.05,77.4,38.7,0.3961105424769703172978505629477994
97.8,7.05,77.4,38.7,0.3957055214723926380368098159509202
97.9,7.05,77.4,38.7,0.3953013278855975485188968335035751
98.0,7.05,77.4,38.7,0.3948979591836734693877551020408163
98.1,7.05,77.4,38.7,0.3944954128440366972477064220183486
98.2,7.05,77.4,38.7,0.3940936863543788187372708757637475
98.3,7.05,77.4,38.7,0.3936927772126144455747711088504578
98.4,7.05,77.4,38.7,0.3932926829268292682926829268292683
98.5,7.05,77.4,38.7,0.3928934010152284263959390862944162
